date,avg_uncorrected_pressure,avg_corrected_pressure,total_daily_conflict_duration
2010-03-30,0.80833,0.80833,0.0
2010-03-31,0.88333,0.88333,0.0
2010-04-01,0.78889,0.78889,0.0
2010-04-02,0.99167,0.99167,0.0
2010-04-03,0.61333,0.61333,0.0
2010-04-04,0.45833,0.45833,0.0
2010-04-05,0.63333,0.63333,0.0
2010-04-06,1.0,1.0,0.0
2010-04-07,1.25,1.25,0.0
2010-04-08,0.86667,0.86667,0.0
2010-04-09,1.35,1.35,0.0
2010-04-10,1.04167,1.04167,0.0
2010-04-11,1.01667,1.01667,0.0
2010-04-12,0.82778,0.82778,0.0
2010-04-13,0.6,0.6,0.0
2010-04-14,1.01667,1.01667,0.0
2010-04-15,1.175,1.175,0.0
2010-04-16,0.8875,0.8875,0.0
2010-04-17,1.00556,1.00556,0.0
2010-04-18,1.15,1.15,0.0
2010-04-19,1.38333,1.38333,0.0
2010-04-20,1.21667,1.21667,0.0
2010-04-21,0.825,0.95732,310.0
2010-04-22,1.08333,1.08333,0.0
2010-04-23,0.53333,0.53333,0.0
2010-04-24,1.00833,1.00833,0.0
2010-04-25,0.4,0.4,0.0
2010-04-26,0.37083,0.37083,0.0
2010-04-27,0.59,0.59,0.0
2010-04-28,0.65417,0.65417,0.0
2010-04-29,1.3,1.3,0.0
2010-04-30,1.55,1.55,0.0
2010-05-01,1.31667,1.31667,0.0
2010-05-02,0.80833,0.80833,0.0
2010-05-03,0.82917,0.82917,0.0
2010-05-04,1.11667,1.11667,0.0
2010-05-05,0.97222,0.97222,0.0
2010-05-06,1.175,1.175,0.0
2010-05-07,0.925,0.925,0.0
2010-05-08,0.625,0.625,0.0
2010-05-09,0.47083,0.47083,0.0
2010-05-10,1.13333,1.13333,0.0
2010-05-11,0.76111,0.76111,0.0
2010-05-12,0.62917,0.62917,0.0
2010-05-13,0.74444,0.74444,0.0
2010-05-14,1.23333,1.23333,0.0
2010-05-15,1.13333,1.13333,0.0
2010-05-16,1.04167,1.04167,0.0
2010-05-17,0.80833,0.80833,0.0
2010-05-18,1.21667,1.21667,0.0
2010-05-19,0.58,0.58,0.0
2010-05-20,0.50238,0.50238,0.0
2010-05-21,0.79167,0.79167,0.0
2010-05-22,0.92778,0.92778,0.0
2010-05-23,1.16667,1.16667,0.0
2010-05-24,0.81667,0.81667,0.0
2010-05-25,0.91667,0.91667,0.0
2010-05-26,0.98889,0.98889,0.0
2010-05-27,1.69167,1.69167,0.0
2010-05-28,1.575,1.575,0.0
2010-05-29,1.31667,1.31667,0.0
2010-05-30,1.33333,1.33333,0.0
2010-05-31,1.16667,1.3908,360.0
2010-06-01,1.45833,1.65231,270.0
2010-06-02,0.81111,1.24078,830.0
2010-06-03,0.79583,0.87414,210.0
2010-06-04,1.575,1.5888,20.0
2010-06-05,1.45,1.45,20.0
2010-06-06,1.07222,1.07222,0.0
2010-06-07,1.53333,1.72692,260.0
2010-06-08,0.97222,1.05222,180.0
2010-06-09,0.63333,0.76115,320.0
2010-06-10,0.87083,0.87083,0.0
2010-06-11,1.15,1.15,0.0
2010-06-12,1.23333,1.23333,0.0
2010-06-13,0.84583,0.84583,0.0
2010-06-14,1.0,1.0,0.0
2010-06-15,1.5,1.5,0.0
2010-06-16,0.65667,0.65667,0.0
2010-06-17,1.48333,1.54706,100.0
2010-06-18,1.25833,1.25833,0.0
2010-06-19,0.52778,0.52778,0.0
2010-06-20,1.08333,1.08333,0.0
2010-06-21,0.57667,0.64,190.0
2010-06-22,0.56111,0.56111,0.0
2010-06-23,0.65,0.65,0.0
2010-06-24,1.05556,1.05556,0.0
2010-06-25,0.87778,0.87778,0.0
2010-06-26,0.57222,0.57222,0.0
2010-06-27,0.99167,0.99167,0.0
2010-06-28,1.29167,1.29167,0.0
2010-06-29,1.25833,1.25833,0.0
2010-06-30,0.80417,0.80417,0.0
2010-07-01,0.625,0.625,0.0
2010-07-02,0.90556,0.90556,0.0
2010-07-03,1.11667,1.11667,0.0
2010-07-04,0.69583,0.69583,0.0
2010-07-05,0.82778,0.82778,0.0
2010-07-06,0.53889,0.56983,130.0
2010-07-07,0.59167,0.59167,0.0
2010-07-08,0.73889,0.73889,0.0
2010-07-09,0.93889,0.93889,0.0
2010-07-10,0.64333,0.64333,0.0
2010-07-11,0.76111,0.8881,280.0
2010-07-12,1.325,1.325,0.0
2010-07-13,1.2,1.2,0.0
2010-07-14,0.71667,0.71667,0.0
2010-07-15,0.81667,0.81667,0.0
2010-07-16,1.08333,1.08333,0.0
2010-07-17,0.7625,0.7625,0.0
2010-07-18,0.87222,0.87222,0.0
2010-07-19,1.20833,1.20833,0.0
2010-07-20,1.06667,1.06667,0.0
2010-07-21,0.48095,0.48095,0.0
2010-07-22,0.92222,0.92222,0.0
2010-07-23,0.49333,0.49333,0.0
2010-07-24,0.99167,0.99167,0.0
2010-07-25,0.77222,0.77222,0.0
2010-07-26,0.99444,0.99444,0.0
2010-07-27,0.54333,0.54333,0.0
2010-07-28,0.81111,0.81111,0.0
2010-07-29,0.7,0.7,0.0
2010-07-30,0.72083,0.72083,0.0
2010-07-31,1.0,1.0,0.0
2010-08-01,0.91667,0.91667,0.0
2010-08-02,0.63667,0.63667,0.0
2010-08-03,0.79167,0.79167,0.0
2010-08-04,0.52667,0.52667,0.0
2010-08-05,0.83333,0.83333,0.0
2010-08-06,0.7,0.7,0.0
2010-08-07,0.46111,0.46111,0.0
2010-08-08,0.52917,0.52917,0.0
2010-08-09,0.68889,0.68889,0.0
2010-08-10,0.6,0.6,0.0
2010-08-11,0.975,0.975,0.0
2010-08-12,0.84167,0.94752,260.0
2010-08-13,0.64167,0.64167,0.0
2010-08-14,1.15833,1.15833,0.0
2010-08-15,0.70556,0.70556,0.0
2010-08-16,0.99167,0.99167,0.0
2010-08-17,0.90833,0.90833,0.0
2010-08-18,1.01111,1.01111,0.0
2010-08-19,1.09167,1.09167,0.0
2010-08-20,0.63889,0.66614,100.0
2010-08-21,0.58667,0.58667,0.0
2010-08-22,0.70833,0.74271,110.0
2010-08-23,0.5,0.5,0.0
2010-08-24,0.61333,0.61333,0.0
2010-08-25,0.54,0.54,0.0
2010-08-26,0.65,0.65,0.0
2010-08-27,0.70667,0.70667,0.0
2010-08-28,0.76667,0.76667,0.0
2010-08-29,0.43333,0.43333,0.0
2010-08-30,0.93333,0.93333,0.0
2010-08-31,0.93889,0.94762,20.0
2010-09-01,0.65,0.69414,120.0
2010-09-02,1.275,1.39399,200.0
2010-09-03,0.70667,0.70667,0.0
2010-09-05,0.62083,0.62083,0.0
2010-09-06,0.76111,0.81528,150.0
2010-09-07,1.04167,1.04167,0.0
2010-09-08,1.09167,1.09167,0.0
2010-09-09,0.74167,0.74167,0.0
2010-09-10,0.6,0.6,0.0
2010-09-12,0.9,0.9,0.0
2010-09-13,0.61667,0.61667,0.0
2010-09-14,0.65556,0.65556,0.0
2010-09-15,0.73333,0.84495,260.0
2010-09-16,0.73333,0.73333,0.0
2010-09-17,0.975,0.975,0.0
2010-09-18,0.95,0.95,0.0
2010-09-19,0.91111,0.98889,140.0
2010-09-20,0.55556,0.55556,0.0
2010-09-21,0.86667,0.86667,0.0
2010-09-22,1.05833,1.05833,0.0
2010-09-23,0.875,0.875,0.0
2010-09-24,0.76111,0.76111,0.0
2010-09-26,0.89167,0.95403,150.0
2010-09-27,0.73,0.73,0.0
2010-09-28,1.00833,1.00833,0.0
2010-09-29,0.86111,0.86111,0.0
2010-09-30,0.89167,0.89167,0.0
2010-10-01,0.84167,0.84167,0.0
2010-10-02,1.0,1.0,0.0
2010-10-03,0.95,0.95,0.0
2010-10-04,1.20833,1.20833,0.0
2010-10-05,0.78889,0.78889,0.0
2010-10-06,0.95,0.95,0.0
2010-10-07,0.99167,0.99167,0.0
2010-10-08,0.43056,0.43056,0.0
2010-10-10,1.01667,1.01667,0.0
2010-10-11,0.71667,0.71667,0.0
2010-10-12,0.6,0.6,0.0
2010-10-13,1.13333,1.13333,0.0
2010-10-14,0.59667,0.59667,0.0
2010-10-15,1.06667,1.06667,0.0
2010-10-16,0.8,0.8,0.0
2010-10-17,0.56333,0.56333,0.0
2010-10-18,0.60333,0.60333,0.0
2010-10-19,1.13333,1.13333,0.0
2010-10-20,0.925,0.925,0.0
2010-10-21,0.59667,0.59667,0.0
2010-10-22,0.675,0.675,0.0
2010-10-23,0.81667,0.81667,0.0
2010-10-24,1.0,1.06042,120.0
2010-10-25,0.73,0.73,0.0
2010-10-26,1.15,1.15,0.0
2010-10-27,1.30833,1.30833,0.0
2010-10-28,0.55,0.59175,170.0
2010-10-29,0.85,0.85,0.0
2010-10-31,0.725,0.725,0.0
2010-11-01,1.65,1.65,0.0
2010-11-02,1.775,1.775,0.0
2010-11-03,1.675,1.675,0.0
2010-11-04,1.05833,1.05833,0.0
2010-11-05,0.95833,0.95833,0.0
2010-11-06,0.86667,0.86667,0.0
2010-11-07,0.925,0.925,0.0
2010-11-08,1.05833,1.05833,0.0
2010-11-09,0.99167,0.99167,0.0
2010-11-10,0.88333,0.88333,0.0
2010-11-11,0.80833,0.80833,0.0
2010-11-12,0.95833,0.95833,0.0
2010-11-13,0.8,0.8,0.0
2010-11-14,0.78333,0.78333,0.0
2010-11-15,1.11667,1.11667,0.0
2010-11-16,1.30833,1.30833,0.0
2010-11-17,1.10833,1.10833,0.0
2010-11-18,0.88333,0.96938,190.0
2010-11-19,0.975,0.975,0.0
2010-11-20,1.18333,1.18333,0.0
2010-11-21,1.04167,1.04167,0.0
2010-11-22,1.225,1.225,0.0
2010-11-23,1.30833,1.30833,0.0
2010-11-24,1.06667,1.06667,0.0
2010-11-25,1.075,1.075,0.0
2010-11-26,1.2,1.2,0.0
2010-11-27,1.06667,1.06667,0.0
2010-11-28,1.24167,1.24167,0.0
2010-11-29,1.275,1.275,0.0
2010-11-30,0.89167,0.89167,0.0
2010-12-01,1.06111,1.06111,0.0
2010-12-02,0.6875,0.69937,40.0
2010-12-03,0.87778,0.87778,0.0
2010-12-04,0.85,0.94643,120.0
2010-12-05,0.52778,0.53667,20.0
2010-12-06,0.57667,0.57667,0.0
2010-12-07,1.15833,1.15833,0.0
2010-12-08,0.90833,0.90833,0.0
2010-12-09,0.88333,0.88333,0.0
2010-12-10,0.9,0.9,0.0
2010-12-11,0.89167,0.89167,0.0
2010-12-12,0.54667,0.54667,0.0
2010-12-13,0.65417,0.65417,0.0
2010-12-14,0.96111,0.96111,0.0
2010-12-15,0.91667,0.91667,0.0
2010-12-16,0.48056,0.48056,0.0
2010-12-17,0.99167,0.99167,0.0
2010-12-18,0.725,0.725,0.0
2010-12-19,0.91667,0.96971,120.0
2010-12-20,0.90556,0.90556,0.0
2010-12-21,0.77222,0.77222,0.0
2010-12-22,0.99444,1.06241,140.0
2010-12-23,0.99167,0.99167,0.0
2010-12-24,0.9,0.96221,130.0
2010-12-25,0.96667,0.96667,0.0
2010-12-26,0.65,0.65,0.0
2010-12-27,1.63333,1.63333,0.0
2010-12-28,1.03333,1.03333,0.0
2010-12-29,0.95,0.95,0.0
2010-12-30,0.83333,0.83333,0.0
2010-12-31,1.15,1.15,0.0
2011-01-01,0.54333,0.54333,0.0
2011-01-02,0.75556,0.75556,0.0
2011-01-03,0.6375,0.6375,0.0
2011-01-04,0.83889,0.83889,0.0
2011-01-05,1.02778,1.02778,0.0
2011-01-06,0.74583,0.74583,0.0
2011-01-07,0.85833,0.85833,0.0
2011-01-08,1.83333,1.83333,0.0
2011-01-09,1.8,1.8,0.0
2011-01-10,1.31111,1.31111,0.0
2011-01-11,1.08889,1.08889,0.0
2011-01-12,1.2,1.2,0.0
2011-01-13,1.35833,1.35833,0.0
2011-01-14,0.72917,0.72917,0.0
2011-01-15,0.81667,0.81667,0.0
2011-01-16,1.35,1.43163,120.0
2011-01-17,1.00833,1.07917,170.0
2011-01-18,1.075,1.075,0.0
2011-01-19,0.96111,0.96111,0.0
2011-01-20,0.825,0.825,0.0
2011-01-21,1.03889,1.03889,0.0
2011-01-22,0.73333,0.73333,0.0
2011-01-23,0.73889,0.74458,20.0
2011-01-24,1.025,1.025,0.0
2011-01-25,0.725,0.725,0.0
2011-01-26,0.60417,0.60417,0.0
2011-01-27,0.81667,0.81667,0.0
2011-01-28,1.06667,1.06667,0.0
2011-01-29,0.68889,1.15556,840.0
2011-01-30,0.55,1.90143,860.0
2011-01-31,1.18333,1.8227,890.0
2011-02-01,1.61667,1.61667,0.0
2011-02-02,1.675,1.675,0.0
2011-02-03,0.975,1.75,930.0
2011-02-04,1.41667,1.41667,0.0
2011-02-05,1.09167,1.46765,590.0
2011-02-06,1.375,1.375,0.0
2011-02-07,1.75,1.75,0.0
2011-02-08,1.15833,1.15833,0.0
2011-02-09,0.875,0.875,0.0
2011-02-10,1.31667,1.65055,520.0
2011-02-11,1.16667,1.80833,880.0
2011-02-12,0.53333,1.6046,1560.0
2011-02-13,1.20833,1.20833,0.0
2011-02-14,1.16667,1.16667,0.0
2011-02-15,0.95833,0.95833,0.0
2011-02-16,1.01667,1.01667,0.0
2011-02-17,1.00833,1.00833,0.0
2011-02-18,1.06667,1.06667,0.0
2011-02-19,1.025,1.025,0.0
2011-02-20,1.11667,1.11667,0.0
2011-02-21,1.30833,1.30833,0.0
2011-02-22,1.24167,1.24167,0.0
2011-02-23,1.34167,1.34167,0.0
2011-02-24,1.11667,1.11667,0.0
2011-02-25,1.30833,1.30833,0.0
2011-02-26,1.15,1.15,0.0
2011-02-27,1.48333,1.48333,0.0
2011-02-28,0.72,0.72,0.0
2011-03-01,0.84444,0.84444,0.0
2011-03-02,1.24167,1.24167,0.0
2011-03-03,1.125,1.125,0.0
2011-03-04,0.85,0.92398,140.0
2011-03-05,1.15,1.15,0.0
2011-03-06,0.87778,0.87778,0.0
2011-03-07,0.67,0.71958,170.0
2011-03-08,0.47778,0.47778,0.0
2011-03-09,1.14167,1.14167,0.0
2011-03-10,0.80556,0.80556,0.0
2011-03-11,1.94167,1.94167,0.0
2011-03-12,0.94167,0.94167,0.0
2011-03-13,1.66667,1.66667,0.0
2011-03-14,1.76667,1.76667,0.0
2011-03-15,1.22222,1.22222,0.0
2011-03-16,1.70833,1.70833,0.0
2011-03-17,1.84167,1.84167,0.0
2011-03-18,1.06111,1.06111,0.0
2011-03-19,1.775,1.775,0.0
2011-03-20,0.97083,0.97083,0.0
2011-03-21,0.87917,0.87917,0.0
2011-03-22,1.45833,1.45833,0.0
2011-03-23,1.40833,1.40833,0.0
2011-03-24,0.68889,0.75664,220.0
2011-03-25,0.7375,0.7375,0.0
2011-03-26,1.23333,1.23333,0.0
2011-03-27,0.78333,0.78333,0.0
2011-03-28,1.34167,1.34167,0.0
2011-03-29,1.55833,1.55833,0.0
2011-03-30,0.88889,0.88889,0.0
2011-03-31,0.6125,0.6125,0.0
2011-04-01,0.78889,0.78889,0.0
2011-04-02,1.10833,1.10833,0.0
2011-04-03,1.15,1.15,0.0
2011-04-04,0.62,0.62,0.0
2011-04-05,0.9,0.9,0.0
2011-04-06,0.85,0.85,0.0
2011-04-07,0.8,0.8,0.0
2011-04-08,1.43333,1.43333,0.0
2011-04-09,1.15,1.15,0.0
2011-04-10,0.54444,0.54444,0.0
2011-04-11,0.64167,0.64167,0.0
2011-04-12,1.05,1.12406,130.0
2011-04-13,0.76667,0.83333,160.0
2011-04-14,1.19167,1.19167,0.0
2011-04-15,1.03333,1.03333,0.0
2011-04-16,0.66667,0.66667,0.0
2011-04-17,1.03917,1.03917,0.0
2011-04-18,0.62667,0.62667,0.0
2011-04-19,0.81667,0.81667,0.0
2011-04-20,0.87222,0.87222,0.0
2011-04-21,0.92778,0.92778,0.0
2011-04-22,0.89167,0.89167,0.0
2011-04-23,1.13333,1.13333,0.0
2011-04-25,0.6375,0.6375,0.0
2011-04-26,0.84444,0.84444,0.0
2011-04-27,1.03333,1.03333,0.0
2011-04-28,1.78333,1.78333,0.0
2011-04-29,1.65833,1.65833,0.0
2011-04-30,0.95,0.95,0.0
2011-05-01,0.7,0.7,0.0
2011-05-03,0.83889,0.83889,730.0
2011-05-04,1.50833,1.50833,0.0
2011-05-05,0.73333,0.87083,330.0
2011-05-06,0.67333,0.67333,0.0
2011-05-07,1.38333,1.38333,0.0
2011-05-08,0.75833,0.75833,0.0
2011-05-09,0.68333,0.68333,0.0
2011-05-10,1.06667,1.16873,170.0
2011-05-11,0.46111,0.46111,0.0
2011-05-12,0.85,0.85,0.0
2011-05-13,0.86667,0.86667,0.0
2011-05-14,0.50556,0.50556,0.0
2011-05-15,0.88333,0.97767,110.0
2011-05-16,1.05,1.05,0.0
2011-05-17,0.86667,0.86667,0.0
2011-05-18,0.73333,0.73333,0.0
2011-05-19,0.52083,0.67873,490.0
2011-05-20,0.63333,0.83139,430.0
2011-05-21,0.70833,0.87278,240.0
2011-05-22,0.73333,0.83448,310.0
2011-05-23,1.27778,1.27778,0.0
2011-05-24,1.60833,1.76146,210.0
2011-05-25,0.80417,0.80417,0.0
2011-05-26,0.96667,0.96667,0.0
2011-05-27,0.94167,0.94167,0.0
2011-05-28,0.70556,0.71753,40.0
2011-05-29,0.7125,0.7125,0.0
2011-05-30,0.91667,0.91667,0.0
2011-05-31,0.69167,0.69167,0.0
2011-06-01,0.85,0.85,0.0
2011-06-02,1.225,1.225,0.0
2011-06-03,0.85,0.85,0.0
2011-06-04,0.88333,0.88333,0.0
2011-06-05,0.94167,1.02863,190.0
2011-06-06,0.97778,0.97778,0.0
2011-06-07,0.91667,0.91667,0.0
2011-06-08,0.86667,0.86667,0.0
2011-06-09,0.78889,0.78889,0.0
2011-06-10,0.95,0.95,0.0
2011-06-11,0.64167,0.64167,0.0
2011-06-12,0.76111,0.76111,0.0
2011-06-13,0.71667,0.71667,0.0
2011-06-14,1.05833,1.05833,0.0
2011-06-15,0.89167,0.89167,0.0
2011-06-16,1.025,1.025,0.0
2011-06-17,0.60417,0.60417,0.0
2011-06-18,0.63333,0.63333,0.0
2011-06-19,0.46667,0.46667,0.0
2011-06-20,0.93333,0.93333,0.0
2011-06-21,0.62917,0.62917,0.0
2011-06-22,0.6,0.6,0.0
2011-06-23,0.93333,0.93333,0.0
2011-06-24,0.78333,0.78333,0.0
2011-06-25,0.93333,0.93333,0.0
2011-06-26,0.76111,0.76111,0.0
2011-06-27,0.71667,0.71667,0.0
2011-06-28,0.85556,0.85556,0.0
2011-06-29,0.85,0.85,0.0
2011-06-30,0.73333,0.73333,0.0
2011-07-01,0.61667,0.69747,160.0
2011-07-02,0.85,0.85,0.0
2011-07-03,1.04167,1.04167,0.0
2011-07-04,0.53667,0.53667,0.0
2011-07-05,1.19167,1.19167,0.0
2011-07-06,1.08333,1.08333,0.0
2011-07-07,0.84167,0.84167,0.0
2011-07-08,1.01667,1.12921,220.0
2011-07-09,0.51111,0.51111,0.0
2011-07-10,0.6875,0.6875,0.0
2011-07-11,0.53,0.53,0.0
2011-07-12,0.73889,0.73889,0.0
2011-07-13,0.43125,0.43125,0.0
2011-07-14,0.52222,0.52222,0.0
2011-07-15,1.1,1.17976,150.0
2011-07-16,0.82778,0.82778,0.0
2011-07-17,0.44048,0.44048,0.0
2011-07-18,0.81667,0.81667,0.0
2011-07-19,0.62667,0.62667,0.0
2011-07-20,0.91667,0.91667,0.0
2011-07-21,1.025,1.025,0.0
2011-07-22,1.25,1.25,0.0
2011-07-23,1.13333,1.13333,0.0
2011-07-24,0.79444,0.79444,0.0
2011-07-25,0.60667,0.60667,0.0
2011-07-26,1.21667,1.21667,0.0
2011-07-27,0.94167,0.94167,0.0
2011-07-28,1.225,1.24652,40.0
2011-07-29,0.63,0.63,0.0
2011-07-30,1.23333,1.23333,0.0
2011-07-31,0.69667,0.69667,0.0
2011-08-01,1.22222,1.22222,0.0
2011-08-02,0.75833,0.75833,0.0
2011-08-03,0.85,0.85,0.0
2011-08-04,0.78889,0.78889,0.0
2011-08-05,0.775,0.775,0.0
2011-08-06,1.12222,1.12222,0.0
2011-08-07,0.64333,0.7082,200.0
2011-08-08,0.66333,0.66333,0.0
2011-08-09,0.59667,0.59667,0.0
2011-08-10,0.43333,0.43333,0.0
2011-08-11,0.45,0.45,0.0
2011-08-12,0.65,0.65,0.0
2011-08-13,0.85,0.85,0.0
2011-08-14,0.75417,0.75417,0.0
2011-08-15,0.59333,0.59333,0.0
2011-08-16,0.59667,0.59667,0.0
2011-08-17,0.78889,0.78889,0.0
2011-08-18,0.925,0.925,0.0
2011-08-19,0.63333,0.63333,0.0
2011-08-20,0.5375,0.5375,0.0
2011-08-21,0.44524,0.44524,0.0
2011-08-22,1.31667,1.31667,0.0
2011-08-23,1.59167,1.59167,0.0
2011-08-24,0.82222,1.06296,520.0
2011-08-25,0.61667,1.28594,1250.0
2011-08-26,1.22222,1.22222,0.0
2011-08-27,1.30556,1.30556,0.0
2011-08-28,1.86667,1.86667,0.0
2011-08-29,1.54167,1.54167,0.0
2011-08-30,0.64,0.64,0.0
2011-08-31,0.71667,0.71667,0.0
2011-09-01,0.61667,0.61667,0.0
2011-09-02,0.91667,0.91667,0.0
2011-09-04,0.91667,0.91667,0.0
2011-09-05,0.44333,0.44333,0.0
2011-09-06,0.65333,0.65333,0.0
2011-09-07,0.85556,0.85556,0.0
2011-09-08,0.93333,0.93333,0.0
2011-09-09,1.28333,1.28333,0.0
2011-09-10,0.93333,0.93333,0.0
2011-09-11,1.56667,1.56667,0.0
2011-09-12,0.88889,0.88889,0.0
2011-09-13,0.38095,0.4145,150.0
2011-09-14,0.41458,0.41458,0.0
2011-09-15,1.18333,1.18333,0.0
2011-09-16,0.71111,0.73562,90.0
2011-09-18,0.68,0.71792,130.0
2011-09-19,0.62917,0.62917,0.0
2011-09-20,0.44167,0.49722,200.0
2011-09-21,0.59444,0.68253,280.0
2011-09-22,0.61667,0.61667,0.0
2011-09-23,0.94167,1.15834,440.0
2011-09-24,0.73333,0.73333,0.0
2011-09-25,0.51667,0.57269,110.0
2011-09-26,0.40476,0.40476,0.0
2011-09-27,0.6,0.6,0.0
2011-09-28,0.49444,0.49444,0.0
2011-09-29,0.84444,0.84444,0.0
2011-09-30,0.56389,0.56389,0.0
2011-10-01,0.96667,0.96667,0.0
2011-10-02,1.06667,1.06667,0.0
2011-10-03,1.09167,1.09167,0.0
2011-10-04,0.54444,0.54444,0.0
2011-10-05,0.65,0.65,0.0
2011-10-06,0.97778,0.97778,0.0
2011-10-07,0.55667,0.55667,0.0
2011-10-09,0.64667,0.64667,0.0
2011-10-10,0.96667,0.96667,0.0
2011-10-11,0.78889,0.90319,250.0
2011-10-12,0.62083,0.62083,0.0
2011-10-13,0.52667,0.57253,160.0
2011-10-14,0.46,0.46,0.0
2011-10-15,0.96667,0.96667,0.0
2011-10-16,0.73333,0.85556,170.0
2011-10-17,0.4881,0.4881,0.0
2011-10-18,0.71111,0.81055,310.0
2011-10-19,0.69,0.69,0.0
2011-10-20,0.92917,0.92917,0.0
2011-10-21,0.95,0.95,0.0
2011-10-22,0.93333,0.93333,0.0
2011-10-23,0.65,0.65,0.0
2011-10-24,0.67333,0.67333,0.0
2011-10-25,0.78889,0.78889,0.0
2011-10-26,0.56,0.56,0.0
2011-10-27,0.78889,0.78889,0.0
2011-10-28,0.62778,0.62778,0.0
2011-10-30,0.7125,0.7125,0.0
2011-10-31,0.93333,0.93333,0.0
2011-11-01,0.96667,1.06348,210.0
2011-11-02,1.08333,1.11184,60.0
2011-11-03,0.98333,0.98333,0.0
2011-11-04,1.08333,1.08333,0.0
2011-11-05,0.88333,0.88333,0.0
2011-11-06,0.68889,0.68889,0.0
2011-11-07,1.14167,1.14167,0.0
2011-11-08,0.81111,0.90994,230.0
2011-11-09,0.93333,0.93333,0.0
2011-11-10,1.075,1.075,0.0
2011-11-11,0.8,0.8,0.0
2011-11-12,1.13333,1.13333,0.0
2011-11-13,0.86667,0.86667,0.0
2011-11-14,0.78333,0.78333,0.0
2011-11-15,1.25833,1.25833,0.0
2011-11-16,0.53333,0.53333,0.0
2011-11-17,0.63889,0.67062,110.0
2011-11-18,0.89167,0.89167,0.0
2011-11-20,0.81667,0.81667,0.0
2011-11-21,0.93333,0.93333,0.0
2011-11-22,0.9,0.9,0.0
2011-11-23,0.73333,0.73333,0.0
2011-11-24,0.57778,0.57778,0.0
2011-11-25,0.73333,0.73333,0.0
2011-11-26,0.76667,0.76667,0.0
2011-11-27,0.83889,0.83889,0.0
2011-11-28,0.76667,0.76667,0.0
2011-11-29,1.05,1.05,0.0
2011-11-30,0.72222,0.72222,0.0
2011-12-01,0.73889,0.73889,0.0
2011-12-02,0.78333,0.78333,0.0
2011-12-03,1.1,1.1,0.0
2011-12-04,0.96667,0.96667,0.0
2011-12-05,0.58333,0.58333,0.0
2011-12-06,0.82778,0.82778,0.0
2011-12-07,0.65,0.65,0.0
2011-12-08,0.55833,0.55833,0.0
2011-12-09,0.7375,0.7375,0.0
2011-12-10,1.225,1.225,0.0
2011-12-11,0.55833,0.55833,0.0
2011-12-12,0.66333,0.66333,0.0
2011-12-13,0.71667,0.71667,0.0
2011-12-14,0.53667,0.53667,0.0
2011-12-15,0.66111,0.66111,0.0
2011-12-16,0.55667,0.55667,0.0
2011-12-17,0.57778,0.57778,0.0
2011-12-18,0.62917,0.62917,0.0
2011-12-19,0.86667,0.86667,0.0
2011-12-20,0.6,0.6,0.0
2011-12-21,0.58333,0.58333,0.0
2011-12-22,0.7,0.7,0.0
2011-12-23,0.52,0.52,0.0
2011-12-24,0.76667,0.76667,0.0
2011-12-25,1.08333,1.08333,0.0
2011-12-26,0.7875,0.84053,140.0
2011-12-27,0.77778,0.77778,0.0
2011-12-28,0.64167,0.64167,0.0
2011-12-29,0.58,0.58423,20.0
2011-12-30,0.91111,0.91111,0.0
2011-12-31,1.31667,1.31667,0.0
2012-01-01,1.025,1.025,0.0
2012-01-02,1.3,1.3,0.0
2012-01-03,1.325,1.325,0.0
2012-01-04,0.61111,0.61111,0.0
2012-01-05,0.96667,0.96667,0.0
2012-01-06,0.94444,0.94444,0.0
2012-01-07,1.21667,1.21667,0.0
2012-01-08,1.19167,1.19167,0.0
2012-01-09,0.65,0.65,0.0
2012-01-10,1.23333,1.23333,0.0
2012-01-11,0.65,0.79762,360.0
2012-01-12,0.67917,0.67917,0.0
2012-01-13,0.7,0.75618,190.0
2012-01-14,1.05,1.08884,90.0
2012-01-15,0.62667,0.62667,0.0
2012-01-16,0.79167,0.79167,0.0
2012-01-17,1.13333,1.13333,0.0
2012-01-18,0.43667,0.43667,0.0
2012-01-19,0.80556,0.80556,0.0
2012-01-20,0.61,0.61,0.0
2012-01-21,1.02778,1.02778,0.0
2012-01-22,0.88889,0.88889,0.0
2012-01-23,0.51389,0.51389,0.0
2012-01-24,0.725,0.725,0.0
2012-01-25,0.87222,0.87222,0.0
2012-01-26,0.54722,0.54722,0.0
2012-01-27,0.82778,0.82778,0.0
2012-01-28,0.84444,0.84444,0.0
2012-01-29,0.57778,0.57778,0.0
2012-01-30,0.83333,0.83333,0.0
2012-01-31,1.15833,1.25116,150.0
2012-02-01,0.71667,0.71667,0.0
2012-02-02,0.46905,0.4782,80.0
2012-02-03,0.73333,0.85516,340.0
2012-02-04,1.03333,1.10845,160.0
2012-02-05,0.86667,0.86667,0.0
2012-02-06,0.78333,0.84473,160.0
2012-02-07,0.6,0.64375,140.0
2012-02-08,1.13333,1.13333,0.0
2012-02-09,0.62917,0.62917,0.0
2012-02-10,0.875,0.875,0.0
2012-02-11,0.67917,0.67917,0.0
2012-02-12,0.98889,0.98889,0.0
2012-02-13,0.67083,0.67481,20.0
2012-02-14,0.48333,0.48333,290.0
2012-02-15,0.38889,0.51478,490.0
2012-02-16,0.675,0.675,0.0
2012-02-17,0.53333,0.53333,0.0
